OBJECTID,Field Pole Number,CITY_FACILITY_ID,Utility Pole Number,Fixture Type,Current Lamp Type,Current Wattage,Rate Change Submission Date,LED Conversion Status,Installation Date,Leotek Replacement Status,Replacement Date,LED Fixture,Part Number,Manufacturer,Control Device,Field Issues,Access Issues,Pole Material,Arm Length,Mounting Height,Light Shield,Pre-Conversion Lamp Type,Pre-Conversion Wattage,Pre-Replacement Lamp Type,Pre-Replaceent Wattage,Utility Address,Approximate Address,Latitude, Longitude,Tanko ID,Shape,x,y
220,FP25,FP25,FP25,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,2/23/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,FISHING PIER FP25 BERKELEY,155 Seawall Dr,"37.861008, -122.322974",7206,,559553.4325000001,4190609.7052999996
221,FP22,FP22,FP22,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,2/23/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,FISHING PIER FP22 BERKELEY,155 Seawall Dr,"37.861362, -122.321947",7208,,559643.4866000004,4190649.6378000006
222,FP21,FP21,FP21,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,2/23/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,FISHING PIER FP21 BERKELEY,155 Seawall Dr,"37.861475, -122.321604",7209,,559673.5670999996,4190662.3945000004
223,FP31,FP31,FP31,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,2/23/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,2014-2015: Damaged Fixture,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,FISHING PIER FP31 BERKELEY,155 Seawall Dr,"37.860174, -122.325401",7213,,559340.6118999999,4190515.6262999997
224,FP26,FP26,FP26,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,2/23/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,FISHING PIER FP26 BERKELEY,155 Seawall Dr,"37.86085, -122.323406",7338,,559515.5590000004,4190591.8993999995
225,FP24,FP24,FP24,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,2/23/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,FISHING PIER FP24 BERKELEY,155 Seawall Dr,"37.861137, -122.32259",7339,,559587.1069999998,4190624.2631
226,FP20,FP20,FP20,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,2/23/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,FISHING PIER FP20 BERKELEY,155 Seawall Dr,"37.861601, -122.321267",7340,,559703.1091999998,4190676.5898
227,FP19,FP19,FP19,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,2/23/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,FISHING PIER FP19 BERKELEY,155 Seawall Dr,"37.861675, -122.321026",7341,,559724.2487000003,4190684.954399999
228,4950,NO CITY DATA,B4950,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,2/19/2015,LED Replaced by Tanko Lighting,8/15/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Metal,2 ft,25-30 feet,None,HPS,70,LED,42,LA LOMA 400' BUENA VISTA,11 Maybeck Twin Dr,"37.883059, -122.258243",3392,,565228.0141000003,4193099.5780999996
229,B3808,3808,B3808,Cobra Head,LED,34,5/29/2020,Converted to LED by Tanko Lighting in 2015,2/19/2015,LED Replaced by Tanko Lighting,4/13/2020,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,Access Issue: Telephone Line Obstruction,Wood,3 ft,25-30 feet,None,HPS,70,LED,42,ROSE & TAMALPAIS,2 Tamalpais Rd,"37.883347, -122.259841",3393,,565087.2351000002,4193130.4163000006
230,3836,3836,B3836,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,2/19/2015,LED Replaced by Tanko Lighting,8/14/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Metal,2 ft,25-30 feet,None,HPS,70,LED,42,CAMPUS & DELMAR,1405 Campus Dr,"37.8840072, -122.2531809",3394,,565672.3251,4193208.3340000007
231,3843,3843,B3843,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,2/19/2015,LED Replaced by Tanko Lighting,8/15/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,2019-2020: Minor Tree Issue,None,Metal,2 ft,25-30 feet,None,HPS,70,LED,42,AVENIDA 175,175 Avenida Dr,"37.884893, -122.249291",3395,,566013.6015999997,4193309.3607
232,B6164,6164,B6164,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,2/19/2015,LED Replaced by Tanko Lighting,8/15/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Wood,3 ft,25-30 feet,None,HPS,70,LED,42,BRET HARTE 155,151 Bret Harte Rd,"37.890143, -122.25945",3400,,565115.6336000003,4193884.7205999997
233,3350B,3350,B3350,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,2/19/2015,LED Replaced by Tanko Lighting,12/23/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Metal,2 ft,25-30 feet,None,HPS,70,LED,42,1000 EUCLID,1000 Euclid Ave,"37.8915122, -122.264947",3401,,564631.0855999999,4194032.8137
234,B3419,3419,B3419,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,2/19/2015,LED Replaced by Tanko Lighting,12/23/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Wood,3 ft,25-30 feet,None,HPS,70,LED,42,960 EUCLID,955 Euclid Ave,"37.8931062, -122.2649059",3406,,564633.3058000002,4194209.700099999
235,B5599,5599,B5599,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,2/19/2015,LED Replaced by Tanko Lighting,12/20/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,2014-2015: Minor Tree Issue,None,Wood,12 ft,25-30 feet,None,HPS,70,LED,42,DOMINGO & HAZEL SW,66 Domingo Ave,"37.8561046, -122.243761",3464,,566525.7710999995,4190119.1564000007
236,B2006,2006,B2006,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,2/19/2015,LED Replaced by Tanko Lighting,12/11/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,2014-2015: Minor Tree Issue,None,Wood,3 ft,25-30 feet,None,HPS,70,LED,42,SHATTUCK & BERRYMAN,1230 Shattuck Ave,"37.8839504, -122.2698844",3475,,564203.5144999996,4193190.4059999995
237,B3590,3590,B3590,Cobra Head,LED,34,5/29/2020,Converted to LED by Tanko Lighting in 2015,2/19/2015,LED Replaced by Tanko Lighting,3/18/2020,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,2014-2015: Minor Tree Issue,None,Wood,3 ft,25-30 feet,None,HPS,70,LED,42,CRAGMONT 1142,1149 Cragmont Blvd,"37.8889274, -122.2591527",4165,,565142.8461999996,4193750.0545000006
238,9511,NO CITY DATA,9511,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,2/19/2015,LED Replaced by Tanko Lighting,9/23/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Metal,6 ft,25-30 feet,None,HPS,70,LED,42,ALVARADO RD 260,52 Alvarado Rd,"37.857728, -122.2400253",4338,,566852.9363000002,4190301.9442
239,GV310X,NO CITY DATA,GV310X,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,2/19/2015,LED Replaced by Tanko Lighting,11/14/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Metal,6 ft,25-30 feet,None,HPS,200,LED,42,MARTIN LUTHER KING JR WAY 3161,3109 Martin Luther King Jr Way,"37.8521267, -122.270706",4361,,564158.8550000004,4189658.943499999
240,FRI999,NO CITY DATA,FRI999,Cobra Head,LED,74,2/4/2020,Converted to LED by Tanko Lighting in 2015,2/19/2015,LED Replaced by Tanko Lighting,1/7/2020,74W Type 3,EC3-10M2-MV-WW-3-GY-610-WL,Leotek,Photocell,None,None,Metal,12 ft,25-30 feet,None,HPS,200,LED,87,FRONTAGE RD 1997,W Frontage Rd,"37.866658, -122.3055383",6515,,561082.4885999998,4191247.848099999
241,U0159,NO CITY DATA,U0159,Cobra Head,LED,74,N/A,Converted to LED by Tanko Lighting in 2015,2/19/2015,LED Replaced by City of Berkeley,4/27/2020,74W Type 3,EC3-10M-MV-NW-3-GY-WL-700,Leotek,Shorting Cap,None,None,Metal,3 ft,25-30 feet,N/A,HPS,200,N/A,N/A,N/S UNIVERSITY AVE 2 POLES W/O SHATTUCK AVE   BADGE U2083,University Ave,"37.8668091, -122.3030975",6517,,561297.0504999999,4191266.2130999994
242,FRI998,NO CITY DATA,FRI998,Cobra Head,LED,74,2/4/2020,Converted to LED by Tanko Lighting in 2015,2/19/2015,LED Replaced by Tanko Lighting,1/7/2020,74W Type 3,EC3-10M2-MV-WW-3-GY-610-WL,Leotek,Photocell,None,None,Metal,12 ft,25-30 feet,None,HPS,200,LED,87,FRONTAGE RD 1967,W Frontage Rd,"37.867068, -122.3056059",6521,,561076.2043000003,4191293.2939999998
243,CCP2,CCP2,CCP2,Decorative,LED,65,N/A,Converted to LED by Tanko Lighting in 2015,2/19/2015,N/A,N/A,"Zenith, Type III",ECOSWAP-65W42LED4K-R-RLE3,Lumec,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,E/S GROVE 2/S/O CENTER(IN PARK)CCP2,2180 Milvia St,"37.8697981, -122.2710345",6921,,564114.6442,4191619.3893999998
244,CCP3,CCP3,CCP3,Decorative,LED,65,N/A,Converted to LED by Tanko Lighting in 2015,2/19/2015,N/A,N/A,"Zenith, Type III",ECOSWAP-65W42LED4K-R-RLE3,Lumec,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,E/S GROVE 2/N/O ALLSTON WY (IN PK) CCP3,1943 Allston Way,"37.869231, -122.271746",6922,,564052.5558000002,4191555.9801000003
245,CCP1,CCP1,CCP1,Decorative,LED,65,N/A,Converted to LED by Tanko Lighting in 2015,2/19/2015,N/A,N/A,"Zenith, Type III",ECOSWAP-65W42LED4K-R-RLE3,Lumec,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,E/S GROVE 1/S/O CENTER(IN PARK) CCP1,2180 Milvia St,"37.8698236, -122.2708527",6923,,564130.6120999996,4191622.3435999993
246,CCP4,CCP4,CCP4,Decorative,LED,65,N/A,Converted to LED by Tanko Lighting in 2015,2/19/2015,N/A,N/A,"Zenith, Type III",ECOSWAP-65W42LED4K-R-RLE3,Lumec,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,E/S GROVE 2/S/O CENTER(IN PARK)CCP4,2135 Martin Luther King Jr Way,"37.869485, -122.27177",6924,,564050.2249999996,4191584.1454000007
247,CCP16,NO CITY DATA,CCP16,Decorative,LED,65,N/A,Converted to LED by Tanko Lighting in 2015,2/19/2015,N/A,N/A,"Zenith, Type III",ECOSWAP-65W42LED4K-R-RLE3,Lumec,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,MARTIN LUTHER KING JR MEMORIAL PARK,2199 Martin Luther King Jr Way,"37.868939, -122.272398",6926,,563995.4619000005,4191523.1349
248,CCP17,NO CITY DATA,CCP17,Decorative,LED,65,N/A,Converted to LED by Tanko Lighting in 2015,2/19/2015,N/A,N/A,"Zenith, Type III",ECOSWAP-65W42LED4K-R-RLE3,Lumec,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,MARTIN LUTHER KING JR MEMORIAL PARK,1929 Allston Way,"37.869022, -122.272019",6927,,564028.7249999996,4191532.6039000005
249,CCP23,NO CITY DATA,CCP23,Decorative,LED,65,N/A,Converted to LED by Tanko Lighting in 2015,2/19/2015,N/A,N/A,"Zenith, Type III",ECOSWAP-65W42LED4K-R-RLE3,Lumec,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,ALLSTON WAY 1967,2180 Milvia St,"37.8691121, -122.2712824",6929,,564093.4346000003,4191543.1062000003
250,CCP20,NO CITY DATA,CCP20,Decorative,LED,65,N/A,Converted to LED by Tanko Lighting in 2015,2/19/2015,N/A,N/A,"Zenith, Type III",ECOSWAP-65W42LED4K-R-RLE3,Lumec,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,MARTIN LUTHER KING JR MEMORIAL PARK,Allston Way,"37.86913, -122.2709058",6930,,564126.5429999996,4191545.3509
251,CCP18,NO CITY DATA,CCP18,Decorative,LED,65,N/A,Converted to LED by Tanko Lighting in 2015,2/19/2015,N/A,N/A,"Zenith, Type III",ECOSWAP-65W42LED4K-R-RLE3,Lumec,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,MARTIN LUTHER KING JR MEMORIAL PARK,1947 Allston Way,"37.869112, -122.2715255",6932,,564072.0528999995,4191542.928200001
252,CCP21,NO CITY DATA,CCP21,Decorative,LED,65,N/A,Converted to LED by Tanko Lighting in 2015,2/19/2015,N/A,N/A,"Zenith, Type III",ECOSWAP-65W42LED4K-R-RLE3,Lumec,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,MARTIN LUTHER KING JR MEMORIAL PARK,2180 Milvia St,"37.869375, -122.271438",6933,,564079.5212000003,4191572.1686000004
253,CCP12,NO CITY DATA,CCP12,Decorative,LED,65,N/A,Converted to LED by Tanko Lighting in 2015,2/19/2015,N/A,N/A,"Zenith, Type III",ECOSWAP-65W42LED4K-R-RLE3,Lumec,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,MARTIN LUTHER KING JR MEMORIAL PARK,2167 Martin Luther King Jr Way,"37.869382, -122.272467",6934,,563989.0098000001,4191572.2392999995
254,CCP7,NO CITY DATA,CCP7,Decorative,LED,65,N/A,Converted to LED by Tanko Lighting in 2015,2/19/2015,N/A,N/A,"Zenith, Type III",ECOSWAP-65W42LED4K-R-RLE3,Lumec,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,MARTIN LUTHER KING JR MEMORIAL PARK,2135 Martin Luther King Jr Way,"37.869586, -122.271868",6936,,564041.5180000002,4191595.2842999995
255,CCP10,NO CITY DATA,CCP10,Decorative,LED,65,N/A,Converted to LED by Tanko Lighting in 2015,2/19/2015,N/A,N/A,"Zenith, Type III",ECOSWAP-65W42LED4K-R-RLE3,Lumec,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,MARTIN LUTHER KING JR MEMORIAL PARK,1902 Center St,"37.869597, -122.272298",6937,,564003.6881999997,4191596.2097999994
256,CCP8,NO CITY DATA,CCP8,Decorative,LED,65,N/A,Converted to LED by Tanko Lighting in 2015,2/19/2015,N/A,N/A,"Zenith, Type III",ECOSWAP-65W42LED4K-R-RLE3,Lumec,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,CENTER ST 1928,1904 Center St,"37.8696412, -122.2721438",6939,,564017.2125000004,4191601.2195999995
257,6801,,B6801,Cobra Head,LED,34,5/29/2020,Converted to LED by Tanko Lighting in 2015,2/19/2015,LED Replaced by Tanko Lighting,4/13/2020,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Metal,2 ft,25-30 feet,None,HPS,70,LED,42,CAMPUS DR 1414   BADGE NN113,1414 Campus Dr,"37.883653, -122.2530161",7954,,565687.1317999996,4193169.150800001
258,S2712,S2712,S2712,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,2/18/2015,LED Replaced by Tanko Lighting,11/6/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Metal,6 ft,> 30 feet,None,HPS,200,LED,42,WS SHATTUCK 2/S/O DERBY S2712,2700 Shattuck Ave,"37.8598666, -122.2674911",682,,564434.9483000003,4190519.9120000005
259,S2710,S2710,S2710,Cobra Head,LED,74,2/4/2020,Converted to LED by Tanko Lighting in 2015,2/18/2015,LED Replaced by Tanko Lighting,10/7/2019,74W Type 3,EC3-10M2-MV-WW-3-GY-610-WL,Leotek,Photocell,None,None,Metal,6 ft,> 30 feet,None,HPS,200,LED,87,W/S SHATTUCK 1/S/O DERBY MED S2710,Shattuck Ave,"37.8600012, -122.2672971",684,,564451.8964999998,4190534.9800000004
260,S2716,S2716,S2716,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,2/18/2015,LED Replaced by Tanko Lighting,11/6/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,2014-2015: Missing Hand Hole Cover,None,Metal,6 ft,> 30 feet,None,HPS,200,LED,42,WS SHATTUCK 4/S/O DERBY S2716,2700 Shattuck Ave,"37.8597074, -122.2675731",928,,564427.8737000003,4190502.1919
261,SO1900,SO1900,SO1900,Cobra Head,LED,74,5/29/2020,Converted to LED by Tanko Lighting in 2015,2/18/2015,LED Replaced by Tanko Lighting,1/8/2020,74W Type 3,EC3-10M2-MV-WW-3-GY-610-WL,Leotek,Photocell,None,None,Metal,3 ft,> 30 feet,None,HPS,200,LED,87,S/W COR THE ALAMEDA & SOLANO S01900,917 The Alameda,"37.8913324, -122.2769212",996,,563578.3695,4194004.6358000003
262,B4729,4729,B4729,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,2/18/2015,LED Replaced by Tanko Lighting,10/8/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Wood,2 ft,25-30 feet,None,HPS,70,LED,42,HARMON OPP 1538,3216 California St,"37.8491162, -122.2762536",1028,,563673.3934000004,4189321.1263999995
263,B3512,3512,B3512,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,2/18/2015,LED Replaced by Tanko Lighting,10/8/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Wood,2 ft,25-30 feet,None,HPS,70,LED,42,CALIFORNIA & HARMON,1601 Harmon St,"37.8491777, -122.2759485",1032,,563700.1827999996,4189328.158
264,B2138,2138,B2138,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,2/18/2015,LED Replaced by Tanko Lighting,10/8/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Wood,2 ft,25-30 feet,None,HPS,70,LED,42,CALIFORNIA & FAIRVIEW,3141 California St,"37.850085, -122.2761381",1047,,563682.7216999996,4189428.6950000003
265,B1603,1603,B1603,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,2/18/2015,LED Replaced by Tanko Lighting,10/8/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Wood,2 ft,25-30 feet,None,HPS,70,LED,42,CALIFORNIA 3139,3139 California St,"37.8504322, -122.2762232",1065,,563674.9362000003,4189467.1592999995
266,4282,4282,B4282,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,2/18/2015,LED Replaced by Tanko Lighting,8/20/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Metal,2 ft,< 25 feet,None,HPS,70,LED,42,CARLETON 50' E/O TELEGRAPH,2629 Telegraph Ave,"37.8624336, -122.258491",1916,,565224.3881999999,4190810.9757000003
267,B2840,2840,B2840,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,2/18/2015,LED Replaced by Tanko Lighting,12/16/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Wood,2 ft,25-30 feet,None,HPS,70,LED,42,DWIGHT 2020,2020 Dwight Way,"37.863742, -122.2687692",2020,,564319.1508,4190949.0128000006
268,3663,3663,B3663,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,2/18/2015,LED Replaced by Tanko Lighting,9/30/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Metal,6 ft,25-30 feet,None,HPS,70,LED,42,ROSE 1500,1500 Rose St,"37.8789945, -122.2826103",2869,,563088.6616000002,4192631.858100001
269,5229,5229,B5229,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,2/18/2015,LED Replaced by Tanko Lighting,12/4/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Metal,2 ft,25-30 feet,None,HPS,70,LED,42,EDITH 1405,1411 Edith St,"37.8806907, -122.2776293",2963,,563525.2493000003,4192823.4343
270,3572,3572,B3572,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,2/18/2015,LED Replaced by Tanko Lighting,12/23/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Metal,2 ft,> 30 feet,None,HPS,70,LED,42,986 EUCLID,986 Euclid Ave,"37.892048, -122.2649931",3262,,564626.5636999998,4194092.2300000004
271,5959,5959,B5959,Cobra Head,LED,34,5/29/2020,Converted to LED by Tanko Lighting in 2015,2/18/2015,LED Replaced by Tanko Lighting,3/18/2020,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Metal,2 ft,> 30 feet,Reinstalled existing shield,HPS,70,LED,42,EUCLID & EASTER WAY,980 Euclid Ave,"37.892425, -122.2650703",3267,,564619.4462000001,4194134.0055
272,B2770,2770,B2770,Cobra Head,LED,34,5/29/2020,Converted to LED by Tanko Lighting in 2015,2/18/2015,LED Replaced by Tanko Lighting,3/17/2020,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Wood,3 ft,> 30 feet,None,HPS,70,LED,42,NIELSON & 1000 OAKS,604 Neilson St,"37.8965185, -122.2864457",3338,,562736.4934,4194573.5963
273,B6053,6053,B6053,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,2/18/2015,LED Replaced by Tanko Lighting,12/11/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Wood,12 ft,> 30 feet,None,HPS,70,LED,42,NIELSON 40F N/O 1000 OAKS,604 Neilson St,"37.8965185, -122.2864457",3339,,562736.4934,4194573.5963
274,B3206,3206,B3206,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,2/18/2015,LED Replaced by Tanko Lighting,12/10/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Wood,12 ft,> 30 feet,None,HPS,70,LED,42,NIELSON 540,540 Neilson St,"37.897504, -122.286404",3355,,562739.3232000005,4194682.967800001
275,B3194,3194,B3194,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,2/18/2015,LED Replaced by Tanko Lighting,12/11/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Wood,3 ft,> 30 feet,None,HPS,70,LED,42,NIELSON & VISALIA,1557 Visalia Ave,"37.8982086, -122.2863579",3360,,562742.7781999996,4194761.175799999
276,2320B,2320,B2320,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,2/18/2015,LED Replaced by Tanko Lighting,12/10/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Metal,2 ft,25-30 feet,None,HPS,70,LED,42,SAN RAMON& ALAMEDA S/E,1800 San Ramon Ave,"37.8999043, -122.2798326",3382,,563315.0316000003,4194953.727299999
277,B6343,6343,B6343,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,2/18/2015,LED Replaced by Tanko Lighting,12/23/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Wood,3 ft,25-30 feet,None,HPS,70,LED,42,HILLDALE AND REGAL,990 Hilldale Ave,"37.8929616, -122.2634572",3404,,564760.8114999998,4194194.6612
278,B2617,2617,B2617,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,2/18/2015,LED Replaced by Tanko Lighting,12/23/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Wood,2 ft,25-30 feet,None,HPS,70,LED,42,SANTA BARBARA & MONTROSE N/W,752 Santa Barbara Rd,"37.8962509, -122.2707069",3409,,564120.5168000003,4194554.6083
279,2911B,2910,B2910,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,2/18/2015,LED Replaced by Tanko Lighting,12/26/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Metal,2 ft,25-30 feet,None,HPS,70,LED,42,BOYNTON 419,419 Boynton Ave,"37.9030877, -122.2766194",3413,,563594.7909000004,4195309.1194
280,B5385,5385,B5385,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,2/18/2015,LED Replaced by Tanko Lighting,12/10/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Wood,12 ft,25-30 feet,None,HPS,70,LED,42,THE ALAMEDA 947,945 The Alameda,"37.8902435, -122.2767245",4091,,563596.6017000005,4193883.954
