the_geom,t_addl,street_nam,f_addl,x,t_zip,fullname,i_strno,z,speed,y,str_nam,id,mounttype,poletype
POINT (-122.28011830143532 37.857704118550586),1499,WARD,1447,563326.035525,94702,WARD,1450,-6.301,25,4190271.34055,WARD ST,149,Pole Mast,MASTARM POLE
POINT (-122.27996651075573 37.85774605688092),2799,SACRAMENTO,2731,563339.352364,94702,SACRAMENTO,1450,-6.017,35,4190276.09684,WARD ST,150,Single Pole,SINGLE POLE
POINT (-122.27154638784194 37.85965497493506),2723,MARTIN LUTHER KING J,2701,564078.404206,94703,MARTIN LUTHER KING J,2701,6.285,35,4190493.64095,M L KING JR WAY,151,Single Pole,SINGLE POLE
POINT (-122.259405456111 37.85946351201109),2399,STUART,2301,565146.56406,94705,STUART,2800,32.255,25,4190480.80036,TELEGRAPH AVE,152,Single Pole,SINGLE POLE
POINT (-122.25941083319812 37.85957688971308),2399,STUART,2301,565145.991881,94705,STUART,2744,32.702,25,4190493.37632,TELEGRAPH AVE,153,Single Pole,SINGLE POLE
POINT (-122.2593518701884 37.85963012051777),2399,STUART,2301,565151.131517,94705,STUART,2744,32.425,25,4190499.32343,TELEGRAPH AVE,154,Single Pole,SINGLE POLE
POINT (-122.27092524308895 37.854162175532295),3099,MARTIN LUTHER KING J,3001,564137.802889,94703,MARTIN LUTHER KING J,0,0.656,25,4189884.63248,ADELINE ST,155,Pole Mast,MASTARM POLE
POINT (-122.27124828228717 37.85412865885518),3099,MARTIN LUTHER KING J,3001,564109.414101,94703,MARTIN LUTHER KING J,0,4.34,25,4189880.69152,ASHBY AVE,156,Single Pole,SINGLE POLE
POINT (-122.2693182386278 37.85476702049498),2969,ADELINE,2901,564278.65068,94703,ADELINE,2982,3.984,35,4189952.84563,ADELINE ST,157,Single Pole,SINGLE POLE
POINT (-122.26930354221264 37.854664957790355),2969,ADELINE,2901,564280.031613,94703,ADELINE,2990,4.862,35,4189941.53203,ADELINE ST,158,Pole Mast,MASTARM POLE
POINT (-122.26646550228507 37.85541225640267),2999,SHATTUCK,2901,564529.049398,94705,SHATTUCK,2999,17.414,25,4190026.40399,SHATTUCK AVE,159,Single Pole,SINGLE POLE
POINT (-122.29369103903751 37.85849412051311),899,PARKER,749,562131.400116,94710,PARKER,2530,-14.398,25,4190349.87213,SEVENTH ST,160,Pole Mast,MASTARM POLE
POINT (-122.29356608616187 37.858310440533515),2699,7TH,2601,562142.545863,94710,7TH,2600,-17.926,35,4190329.57573,SEVENTH ST,161,Pole Mast,MASTARM POLE
POINT (-122.29339258270821 37.858352821122416),2699,7TH,2601,562157.77354,94710,7TH,910,-19.761,35,4190334.39337,PARKER ST,162,Single Pole,SINGLE POLE
POINT (-122.2711994783539 37.85624270975912),2899,MARTIN LUTHER KING J,2825,564111.876155,94703,MARTIN LUTHER KING J,1901,1.645,35,4190115.28221,RUSSELL ST,163,Pole Mast,MASTARM POLE
POINT (-122.26843327511878 37.857314337558954),2059,OREGON,2001,564354.288549,94703,OREGON,2870,14.266,25,4190236.08456,ADELINE ST,164,Pole Mast,MASTARM POLE
POINT (-122.26842165449388 37.857494741289045),2059,OREGON,2001,564355.153017,94703,OREGON,2820,6.915,25,4190256.10824,ADELINE ST,165,Single Pole,SINGLE POLE
POINT (-122.27981173483977 37.857765786894824),1599,WARD,1501,563352.950344,94703,WARD,1500,-9.463,25,4190278.39093,WARD ST,166,Single Pole,SINGLE POLE
POINT (-122.27978292885479 37.857800502499984),1599,WARD,1501,563355.455002,94703,WARD,1500,-9.073,25,4190282.26161,WARD ST,167,Single Pole,SINGLE POLE
POINT (-122.2798476892346 37.85793105448004),1599,WARD,1501,563349.646428,94703,WARD,1500,-6.303,25,4190296.7035,DERBY ST,168,Pole Mast,MASTARM POLE
POINT (-122.27979672610621 37.857914503255),1599,WARD,1501,563354.143461,94703,WARD,1500,-6.472,25,4190294.90073,DERBY ST,169,Single Pole,SINGLE POLE
POINT (-122.26799758587619 37.857627484516605),2823,ADELINE,2801,564392.343313,94703,ADELINE,2801,13.767,35,4190271.1295,ADELINE ST,170,Single Pole,SINGLE POLE
POINT (-122.26815297504878 37.85756773929913),2823,ADELINE,2801,564378.724964,94703,ADELINE,2820,7,35,4190264.39296,ADELINE ST,171,Single Pole,SINGLE POLE
POINT (-122.29335373857408 37.858402860422345),939,PARKER,901,562161.148175,94710,PARKER,910,-20.403,25,4190339.97124,PARKER ST,172,Single Pole,SINGLE POLE
POINT (-122.2529711784101 37.85715233805421),2959,COLLEGE,2901,565714.616859,94705,COLLEGE,2959,39.61,35,4190228.8818,COLLEGE AVE,173,Single Pole,SINGLE POLE
POINT (-122.28000645964526 37.857919436158184),2725,SACRAMENTO,2701,563335.689666,94702,SACRAMENTO,2738,-6.226,35,4190295.30651,SACRAMENTO ST,174,Single Pole,SINGLE POLE
POINT (-122.25933277935366 37.85779589814372),2899,TELEGRAPH,2851,565154.425442,94705,TELEGRAPH,2855,32.701,35,4190295.82689,TELEGRAPH AVE,175,Pole Mast,MASTARM POLE
POINT (-122.24397522437086 37.85819403854877),2969,DOMINGO,2901,566505.048684,94705,DOMINGO,2942,79.08,25,4190350.83085,DOMINGO AVE,176,Single Pole,SINGLE POLE
POINT (-122.24367479647957 37.858188531936634),2969,DOMINGO,2901,566531.480992,94705,DOMINGO,1,80.692,25,4190350.43357,TUNNEL RD,177,Single Pole,SINGLE POLE
POINT (-122.24380731619956 37.858214346178954),2969,DOMINGO,2901,566519.800263,94705,DOMINGO,1,74.031,25,4190353.20391,TUNNEL RD,178,Single Pole,SINGLE POLE
